,week,state,state_name,disease,cases,incidence_per_capita
15883,197337,AZ,ARIZONA,RUBELLA,0,0.0
15884,197337,CA,CALIFORNIA,RUBELLA,13,0.06
15885,197337,CO,COLORADO,RUBELLA,1,0.04
15886,197337,CT,CONNECTICUT,RUBELLA,3,0.1
15887,197337,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0
15888,197337,DE,DELAWARE,RUBELLA,1,0.17
15889,197337,FL,FLORIDA,RUBELLA,3,0.04
15890,197337,GA,GEORGIA,RUBELLA,0,0.0
15891,197337,HI,HAWAII,RUBELLA,0,0.0
15892,197337,IA,IOWA,RUBELLA,1,0.03
15893,197337,ID,IDAHO,RUBELLA,0,0.0
15894,197337,IL,ILLINOIS,RUBELLA,4,0.04
15895,197337,IN,INDIANA,RUBELLA,4,0.07
15896,197337,KS,KANSAS,RUBELLA,0,0.0
15897,197337,KY,KENTUCKY,RUBELLA,3,0.09
15898,197337,LA,LOUISIANA,RUBELLA,0,0.0
15899,197337,MA,MASSACHUSETTS,RUBELLA,1,0.02
15900,197337,MD,MARYLAND,RUBELLA,0,0.0
15901,197337,ME,MAINE,RUBELLA,0,0.0
15902,197337,MI,MICHIGAN,RUBELLA,14,0.15
15903,197337,MN,MINNESOTA,RUBELLA,0,0.0
15904,197337,MO,MISSOURI,RUBELLA,1,0.02
15905,197337,MS,MISSISSIPPI,RUBELLA,0,0.0
15906,197337,MT,MONTANA,RUBELLA,0,0.0
15907,197337,NC,NORTH CAROLINA,RUBELLA,1,0.02
15908,197337,ND,NORTH DAKOTA,RUBELLA,0,0.0
15909,197337,NE,NEBRASKA,RUBELLA,0,0.0
15910,197337,NH,NEW HAMPSHIRE,RUBELLA,0,0.0
15911,197337,NJ,NEW JERSEY,RUBELLA,2,0.03
15912,197337,NM,NEW MEXICO,RUBELLA,1,0.09
15913,197337,NV,NEVADA,RUBELLA,0,0.0
15914,197337,NY,NEW YORK,RUBELLA,6,0.03
15915,197337,OH,OHIO,RUBELLA,2,0.02
15916,197337,OK,OKLAHOMA,RUBELLA,0,0.0
15917,197337,OR,OREGON,RUBELLA,1,0.04
15918,197337,PA,PENNSYLVANIA,RUBELLA,1,0.01
15919,197337,RI,RHODE ISLAND,RUBELLA,1,0.11
15920,197337,SC,SOUTH CAROLINA,RUBELLA,2,0.07
15921,197337,SD,SOUTH DAKOTA,RUBELLA,0,0.0
15922,197337,TN,TENNESSEE,RUBELLA,3,0.07
15923,197337,TX,TEXAS,RUBELLA,7,0.06
15924,197337,UT,UTAH,RUBELLA,1,0.08
15925,197337,VA,VIRGINIA,RUBELLA,1,0.02
15926,197337,VT,VERMONT,RUBELLA,0,0.0
15927,197337,WA,WASHINGTON,RUBELLA,5,0.14
15928,197337,WI,WISCONSIN,RUBELLA,11,0.24
15929,197337,WV,WEST VIRGINIA,RUBELLA,13,0.72
15930,197337,WY,WYOMING,RUBELLA,1,0.27
15931,197339,CA,CALIFORNIA,RUBELLA,18,0.09
15932,197339,CO,COLORADO,RUBELLA,1,0.04
15933,197339,CT,CONNECTICUT,RUBELLA,2,0.07
15934,197339,FL,FLORIDA,RUBELLA,2,0.02
15935,197339,IL,ILLINOIS,RUBELLA,1,0.01
15936,197339,IN,INDIANA,RUBELLA,3,0.06
15937,197339,KY,KENTUCKY,RUBELLA,1,0.03
15938,197339,MA,MASSACHUSETTS,RUBELLA,3,0.05
15939,197339,MI,MICHIGAN,RUBELLA,8,0.09
15940,197339,MO,MISSOURI,RUBELLA,1,0.02
15941,197339,MS,MISSISSIPPI,RUBELLA,1,0.04
15942,197339,MT,MONTANA,RUBELLA,4,0.54
15943,197339,NE,NEBRASKA,RUBELLA,1,0.06
15944,197339,NJ,NEW JERSEY,RUBELLA,1,0.01
15945,197339,NM,NEW MEXICO,RUBELLA,3,0.27
15946,197339,NY,NEW YORK,RUBELLA,4,0.02
15947,197339,OH,OHIO,RUBELLA,1,0.01
15948,197339,OR,OREGON,RUBELLA,2,0.09
15949,197339,RI,RHODE ISLAND,RUBELLA,1,0.11
15950,197339,TN,TENNESSEE,RUBELLA,5,0.12
15951,197339,TX,TEXAS,RUBELLA,2,0.02
15952,197339,UT,UTAH,RUBELLA,2,0.17
15953,197339,VA,VIRGINIA,RUBELLA,1,0.02
15954,197339,WA,WASHINGTON,RUBELLA,5,0.14
15955,197339,WI,WISCONSIN,RUBELLA,8,0.18
15956,197339,WV,WEST VIRGINIA,RUBELLA,3,0.17
15957,197340,AK,ALASKA,RUBELLA,0,0.0
15958,197340,AL,ALABAMA,RUBELLA,1,0.03
15959,197340,AR,ARKANSAS,RUBELLA,0,0.0
15960,197340,AZ,ARIZONA,RUBELLA,0,0.0
15961,197340,CA,CALIFORNIA,RUBELLA,8,0.04
15962,197340,CT,CONNECTICUT,RUBELLA,0,0.0
15963,197340,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0
15964,197340,DE,DELAWARE,RUBELLA,0,0.0
15965,197340,FL,FLORIDA,RUBELLA,3,0.04
15966,197340,GA,GEORGIA,RUBELLA,0,0.0
15967,197340,HI,HAWAII,RUBELLA,0,0.0
15968,197340,IA,IOWA,RUBELLA,0,0.0
15969,197340,ID,IDAHO,RUBELLA,1,0.12
15970,197340,IL,ILLINOIS,RUBELLA,4,0.04
15971,197340,IN,INDIANA,RUBELLA,3,0.06
15972,197340,KS,KANSAS,RUBELLA,0,0.0
15973,197340,KY,KENTUCKY,RUBELLA,2,0.06
15974,197340,LA,LOUISIANA,RUBELLA,0,0.0
15975,197340,MA,MASSACHUSETTS,RUBELLA,3,0.05
15976,197340,MD,MARYLAND,RUBELLA,0,0.0
15977,197340,ME,MAINE,RUBELLA,0,0.0
15978,197340,MI,MICHIGAN,RUBELLA,7,0.08
15979,197340,MN,MINNESOTA,RUBELLA,0,0.0
15980,197340,MO,MISSOURI,RUBELLA,0,0.0
15981,197340,MS,MISSISSIPPI,RUBELLA,3,0.13
15982,197340,MT,MONTANA,RUBELLA,1,0.14
15983,197340,NC,NORTH CAROLINA,RUBELLA,0,0.0
15984,197340,ND,NORTH DAKOTA,RUBELLA,0,0.0
15985,197340,NE,NEBRASKA,RUBELLA,0,0.0
15986,197340,NH,NEW HAMPSHIRE,RUBELLA,0,0.0
15987,197340,NJ,NEW JERSEY,RUBELLA,1,0.01
15988,197340,NM,NEW MEXICO,RUBELLA,2,0.18
15989,197340,NV,NEVADA,RUBELLA,2,0.34
15990,197340,NY,NEW YORK,RUBELLA,3,0.02
15991,197340,OH,OHIO,RUBELLA,2,0.02
15992,197340,OK,OKLAHOMA,RUBELLA,0,0.0
15993,197340,OR,OREGON,RUBELLA,0,0.0
15994,197340,PA,PENNSYLVANIA,RUBELLA,1,0.01
15995,197340,RI,RHODE ISLAND,RUBELLA,1,0.11
15996,197340,SC,SOUTH CAROLINA,RUBELLA,0,0.0
15997,197340,SD,SOUTH DAKOTA,RUBELLA,0,0.0
15998,197340,TN,TENNESSEE,RUBELLA,5,0.12
15999,197340,TX,TEXAS,RUBELLA,9,0.07
16000,197340,UT,UTAH,RUBELLA,0,0.0
16001,197340,VA,VIRGINIA,RUBELLA,3,0.06
16002,197340,VT,VERMONT,RUBELLA,0,0.0
16003,197340,WA,WASHINGTON,RUBELLA,4,0.11
16004,197340,WI,WISCONSIN,RUBELLA,13,0.29
16005,197340,WV,WEST VIRGINIA,RUBELLA,2,0.11
16006,197340,WY,WYOMING,RUBELLA,0,0.0
16007,197341,AK,ALASKA,RUBELLA,0,0.0
16008,197341,AL,ALABAMA,RUBELLA,0,0.0
16009,197341,AR,ARKANSAS,RUBELLA,0,0.0
16010,197341,AZ,ARIZONA,RUBELLA,0,0.0
16011,197341,CA,CALIFORNIA,RUBELLA,12,0.06
16012,197341,CO,COLORADO,RUBELLA,4,0.16
16013,197341,CT,CONNECTICUT,RUBELLA,1,0.03
16014,197341,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0
16015,197341,DE,DELAWARE,RUBELLA,0,0.0
16016,197341,FL,FLORIDA,RUBELLA,8,0.1
16017,197341,GA,GEORGIA,RUBELLA,0,0.0
16018,197341,HI,HAWAII,RUBELLA,0,0.0
16019,197341,IA,IOWA,RUBELLA,4,0.14
16020,197341,ID,IDAHO,RUBELLA,0,0.0
16021,197341,IL,ILLINOIS,RUBELLA,1,0.01
16022,197341,IN,INDIANA,RUBELLA,7,0.13
16023,197341,KS,KANSAS,RUBELLA,0,0.0
16024,197341,KY,KENTUCKY,RUBELLA,2,0.06
16025,197341,LA,LOUISIANA,RUBELLA,0,0.0
16026,197341,MA,MASSACHUSETTS,RUBELLA,3,0.05
16027,197341,MD,MARYLAND,RUBELLA,0,0.0
16028,197341,ME,MAINE,RUBELLA,0,0.0
16029,197341,MI,MICHIGAN,RUBELLA,3,0.03
16030,197341,MN,MINNESOTA,RUBELLA,0,0.0
16031,197341,MO,MISSOURI,RUBELLA,1,0.02
16032,197341,MS,MISSISSIPPI,RUBELLA,1,0.04
16033,197341,MT,MONTANA,RUBELLA,0,0.0
16034,197341,NC,NORTH CAROLINA,RUBELLA,0,0.0
16035,197341,ND,NORTH DAKOTA,RUBELLA,0,0.0
16036,197341,NE,NEBRASKA,RUBELLA,0,0.0
16037,197341,NH,NEW HAMPSHIRE,RUBELLA,0,0.0
16038,197341,NJ,NEW JERSEY,RUBELLA,1,0.01
16039,197341,NM,NEW MEXICO,RUBELLA,3,0.27
16040,197341,NV,NEVADA,RUBELLA,1,0.17
16041,197341,NY,NEW YORK,RUBELLA,8,0.04
16042,197341,OH,OHIO,RUBELLA,2,0.02
16043,197341,OK,OKLAHOMA,RUBELLA,0,0.0
16044,197341,OR,OREGON,RUBELLA,1,0.04
16045,197341,PA,PENNSYLVANIA,RUBELLA,0,0.0
16046,197341,RI,RHODE ISLAND,RUBELLA,0,0.0
16047,197341,SC,SOUTH CAROLINA,RUBELLA,0,0.0
16048,197341,SD,SOUTH DAKOTA,RUBELLA,0,0.0
16049,197341,TN,TENNESSEE,RUBELLA,3,0.07
16050,197341,TX,TEXAS,RUBELLA,6,0.05
16051,197341,UT,UTAH,RUBELLA,0,0.0
16052,197341,VA,VIRGINIA,RUBELLA,0,0.0
16053,197341,VT,VERMONT,RUBELLA,0,0.0
16054,197341,WA,WASHINGTON,RUBELLA,11,0.31
16055,197341,WI,WISCONSIN,RUBELLA,15,0.33
16056,197341,WV,WEST VIRGINIA,RUBELLA,14,0.77
16057,197341,WY,WYOMING,RUBELLA,0,0.0
16058,197342,AK,ALASKA,RUBELLA,0,0.0
16059,197342,AL,ALABAMA,RUBELLA,1,0.03
16060,197342,AR,ARKANSAS,RUBELLA,0,0.0
16061,197342,AZ,ARIZONA,RUBELLA,0,0.0
16062,197342,CA,CALIFORNIA,RUBELLA,19,0.09
16063,197342,CO,COLORADO,RUBELLA,0,0.0
16064,197342,CT,CONNECTICUT,RUBELLA,2,0.07
16065,197342,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0
16066,197342,DE,DELAWARE,RUBELLA,0,0.0
16067,197342,FL,FLORIDA,RUBELLA,22,0.27
16068,197342,GA,GEORGIA,RUBELLA,0,0.0
16069,197342,HI,HAWAII,RUBELLA,0,0.0
16070,197342,IA,IOWA,RUBELLA,4,0.14
16071,197342,ID,IDAHO,RUBELLA,2,0.25
16072,197342,IL,ILLINOIS,RUBELLA,11,0.1
16073,197342,IN,INDIANA,RUBELLA,0,0.0
16074,197342,KS,KANSAS,RUBELLA,0,0.0
16075,197342,KY,KENTUCKY,RUBELLA,2,0.06
16076,197342,LA,LOUISIANA,RUBELLA,0,0.0
16077,197342,MA,MASSACHUSETTS,RUBELLA,1,0.02
16078,197342,MD,MARYLAND,RUBELLA,0,0.0
16079,197342,ME,MAINE,RUBELLA,1,0.09
16080,197342,MI,MICHIGAN,RUBELLA,10,0.11
16081,197342,MN,MINNESOTA,RUBELLA,0,0.0
16082,197342,MO,MISSOURI,RUBELLA,2,0.04
16083,197342,MS,MISSISSIPPI,RUBELLA,0,0.0
16084,197342,MT,MONTANA,RUBELLA,0,0.0
16085,197342,NC,NORTH CAROLINA,RUBELLA,0,0.0
16086,197342,ND,NORTH DAKOTA,RUBELLA,0,0.0
16087,197342,NE,NEBRASKA,RUBELLA,0,0.0
16088,197342,NH,NEW HAMPSHIRE,RUBELLA,0,0.0
16089,197342,NJ,NEW JERSEY,RUBELLA,0,0.0
16090,197342,NM,NEW MEXICO,RUBELLA,0,0.0
16091,197342,NV,NEVADA,RUBELLA,0,0.0
16092,197342,NY,NEW YORK,RUBELLA,0,0.0
16093,197342,OH,OHIO,RUBELLA,1,0.01
16094,197342,OK,OKLAHOMA,RUBELLA,1,0.04
16095,197342,OR,OREGON,RUBELLA,2,0.09
16096,197342,PA,PENNSYLVANIA,RUBELLA,2,0.02
16097,197342,RI,RHODE ISLAND,RUBELLA,3,0.32
16098,197342,SC,SOUTH CAROLINA,RUBELLA,0,0.0
16099,197342,SD,SOUTH DAKOTA,RUBELLA,0,0.0
16100,197342,TN,TENNESSEE,RUBELLA,13,0.31
16101,197342,TX,TEXAS,RUBELLA,8,0.07
16102,197342,UT,UTAH,RUBELLA,0,0.0
16103,197342,VA,VIRGINIA,RUBELLA,3,0.06
16104,197342,VT,VERMONT,RUBELLA,0,0.0
16105,197342,WA,WASHINGTON,RUBELLA,2,0.06
16106,197342,WI,WISCONSIN,RUBELLA,14,0.31
16107,197342,WV,WEST VIRGINIA,RUBELLA,2,0.11
16108,197342,WY,WYOMING,RUBELLA,0,0.0
16109,197343,AL,ALABAMA,RUBELLA,8,0.22
16110,197343,CA,CALIFORNIA,RUBELLA,20,0.09
16111,197343,CO,COLORADO,RUBELLA,1,0.04
16112,197343,CT,CONNECTICUT,RUBELLA,1,0.03
16113,197343,FL,FLORIDA,RUBELLA,7,0.08
16114,197343,IA,IOWA,RUBELLA,4,0.14
16115,197343,IL,ILLINOIS,RUBELLA,29,0.26
16116,197343,IN,INDIANA,RUBELLA,1,0.02
16117,197343,MI,MICHIGAN,RUBELLA,10,0.11
16118,197343,MO,MISSOURI,RUBELLA,1,0.02
16119,197343,MS,MISSISSIPPI,RUBELLA,1,0.04
16120,197343,NJ,NEW JERSEY,RUBELLA,3,0.04
16121,197343,NM,NEW MEXICO,RUBELLA,2,0.18
16122,197343,OH,OHIO,RUBELLA,1,0.01
16123,197343,OR,OREGON,RUBELLA,4,0.18
16124,197343,PA,PENNSYLVANIA,RUBELLA,2,0.02
16125,197343,TN,TENNESSEE,RUBELLA,3,0.07
16126,197343,TX,TEXAS,RUBELLA,7,0.06
16127,197343,UT,UTAH,RUBELLA,2,0.17
16128,197343,WA,WASHINGTON,RUBELLA,10,0.28
16129,197343,WI,WISCONSIN,RUBELLA,8,0.18
16130,197343,WV,WEST VIRGINIA,RUBELLA,1,0.06
16131,197344,AL,ALABAMA,RUBELLA,1,0.03
16132,197344,CA,CALIFORNIA,RUBELLA,10,0.05
16133,197344,CO,COLORADO,RUBELLA,2,0.08
16134,197344,FL,FLORIDA,RUBELLA,6,0.07
16135,197344,IA,IOWA,RUBELLA,1,0.03
16136,197344,IL,ILLINOIS,RUBELLA,14,0.12
16137,197344,IN,INDIANA,RUBELLA,11,0.21
16138,197344,KY,KENTUCKY,RUBELLA,1,0.03
16139,197344,MA,MASSACHUSETTS,RUBELLA,1,0.02
16140,197344,MI,MICHIGAN,RUBELLA,9,0.1
16141,197344,MO,MISSOURI,RUBELLA,3,0.06
16142,197344,MS,MISSISSIPPI,RUBELLA,3,0.13
16143,197344,ND,NORTH DAKOTA,RUBELLA,1,0.16
16144,197344,NH,NEW HAMPSHIRE,RUBELLA,2,0.25
16145,197344,NM,NEW MEXICO,RUBELLA,2,0.18
16146,197344,OH,OHIO,RUBELLA,3,0.03
16147,197344,OR,OREGON,RUBELLA,3,0.13
16148,197344,RI,RHODE ISLAND,RUBELLA,1,0.11
16149,197344,TN,TENNESSEE,RUBELLA,7,0.17
16150,197344,TX,TEXAS,RUBELLA,4,0.03
16151,197344,WI,WISCONSIN,RUBELLA,10,0.22
16152,197344,WV,WEST VIRGINIA,RUBELLA,3,0.17
16153,197345,AK,ALASKA,RUBELLA,5,1.47
16154,197345,AL,ALABAMA,RUBELLA,4,0.11
16155,197345,AR,ARKANSAS,RUBELLA,0,0.0
16156,197345,AZ,ARIZONA,RUBELLA,0,0.0
16157,197345,CA,CALIFORNIA,RUBELLA,23,0.11
16158,197345,CO,COLORADO,RUBELLA,0,0.0
16159,197345,CT,CONNECTICUT,RUBELLA,1,0.03
16160,197345,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0
16161,197345,FL,FLORIDA,RUBELLA,0,0.0
16162,197345,GA,GEORGIA,RUBELLA,0,0.0
16163,197345,HI,HAWAII,RUBELLA,0,0.0
16164,197345,IA,IOWA,RUBELLA,0,0.0
16165,197345,ID,IDAHO,RUBELLA,0,0.0
16166,197345,IL,ILLINOIS,RUBELLA,5,0.04
16167,197345,IN,INDIANA,RUBELLA,2,0.04
16168,197345,KS,KANSAS,RUBELLA,0,0.0
16169,197345,KY,KENTUCKY,RUBELLA,10,0.29
16170,197345,LA,LOUISIANA,RUBELLA,0,0.0
16171,197345,MA,MASSACHUSETTS,RUBELLA,8,0.14
16172,197345,MD,MARYLAND,RUBELLA,1,0.02
16173,197345,ME,MAINE,RUBELLA,0,0.0
16174,197345,MI,MICHIGAN,RUBELLA,12,0.13
16175,197345,MN,MINNESOTA,RUBELLA,0,0.0
16176,197345,MO,MISSOURI,RUBELLA,0,0.0
16177,197345,MS,MISSISSIPPI,RUBELLA,4,0.17
16178,197345,MT,MONTANA,RUBELLA,4,0.54
16179,197345,ND,NORTH DAKOTA,RUBELLA,0,0.0
16180,197345,NE,NEBRASKA,RUBELLA,0,0.0
16181,197345,NH,NEW HAMPSHIRE,RUBELLA,0,0.0
16182,197345,NJ,NEW JERSEY,RUBELLA,1,0.01
16183,197345,NM,NEW MEXICO,RUBELLA,0,0.0
16184,197345,NV,NEVADA,RUBELLA,0,0.0
16185,197345,NY,NEW YORK,RUBELLA,3,0.02
16186,197345,OH,OHIO,RUBELLA,2,0.02
16187,197345,OK,OKLAHOMA,RUBELLA,0,0.0
16188,197345,OR,OREGON,RUBELLA,6,0.26
16189,197345,PA,PENNSYLVANIA,RUBELLA,1,0.01
16190,197345,RI,RHODE ISLAND,RUBELLA,1,0.11
16191,197345,SC,SOUTH CAROLINA,RUBELLA,0,0.0
16192,197345,SD,SOUTH DAKOTA,RUBELLA,0,0.0
16193,197345,TN,TENNESSEE,RUBELLA,13,0.31
16194,197345,TX,TEXAS,RUBELLA,4,0.03
16195,197345,UT,UTAH,RUBELLA,0,0.0
16196,197345,VA,VIRGINIA,RUBELLA,2,0.04
16197,197345,VT,VERMONT,RUBELLA,0,0.0
16198,197345,WA,WASHINGTON,RUBELLA,8,0.23
16199,197345,WI,WISCONSIN,RUBELLA,6,0.13
16200,197345,WV,WEST VIRGINIA,RUBELLA,3,0.17
16201,197345,WY,WYOMING,RUBELLA,0,0.0
16202,197346,AK,ALASKA,RUBELLA,0,0.0
16203,197346,AL,ALABAMA,RUBELLA,0,0.0
16204,197346,AR,ARKANSAS,RUBELLA,0,0.0
16205,197346,AZ,ARIZONA,RUBELLA,0,0.0
16206,197346,CA,CALIFORNIA,RUBELLA,15,0.07
16207,197346,CO,COLORADO,RUBELLA,3,0.12
16208,197346,CT,CONNECTICUT,RUBELLA,3,0.1
16209,197346,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0
16210,197346,DE,DELAWARE,RUBELLA,1,0.17
16211,197346,FL,FLORIDA,RUBELLA,21,0.25
16212,197346,GA,GEORGIA,RUBELLA,0,0.0
16213,197346,HI,HAWAII,RUBELLA,0,0.0
16214,197346,IA,IOWA,RUBELLA,2,0.07
16215,197346,ID,IDAHO,RUBELLA,2,0.25
16216,197346,IL,ILLINOIS,RUBELLA,8,0.07
16217,197346,IN,INDIANA,RUBELLA,10,0.19
16218,197346,KS,KANSAS,RUBELLA,0,0.0
16219,197346,KY,KENTUCKY,RUBELLA,4,0.12
16220,197346,LA,LOUISIANA,RUBELLA,0,0.0
16221,197346,MA,MASSACHUSETTS,RUBELLA,5,0.09
16222,197346,MD,MARYLAND,RUBELLA,0,0.0
16223,197346,ME,MAINE,RUBELLA,2,0.19
16224,197346,MI,MICHIGAN,RUBELLA,16,0.18
16225,197346,MN,MINNESOTA,RUBELLA,0,0.0
16226,197346,MO,MISSOURI,RUBELLA,0,0.0
16227,197346,MS,MISSISSIPPI,RUBELLA,3,0.13
16228,197346,MT,MONTANA,RUBELLA,0,0.0
16229,197346,NC,NORTH CAROLINA,RUBELLA,0,0.0
16230,197346,ND,NORTH DAKOTA,RUBELLA,0,0.0
16231,197346,NE,NEBRASKA,RUBELLA,0,0.0
16232,197346,NH,NEW HAMPSHIRE,RUBELLA,0,0.0
16233,197346,NJ,NEW JERSEY,RUBELLA,0,0.0
16234,197346,NM,NEW MEXICO,RUBELLA,1,0.09
16235,197346,NV,NEVADA,RUBELLA,0,0.0
16236,197346,NY,NEW YORK,RUBELLA,25,0.14
16237,197346,OH,OHIO,RUBELLA,4,0.04
16238,197346,OK,OKLAHOMA,RUBELLA,1,0.04
16239,197346,OR,OREGON,RUBELLA,7,0.31
16240,197346,PA,PENNSYLVANIA,RUBELLA,2,0.02
16241,197346,RI,RHODE ISLAND,RUBELLA,0,0.0
16242,197346,SC,SOUTH CAROLINA,RUBELLA,0,0.0
16243,197346,SD,SOUTH DAKOTA,RUBELLA,0,0.0
16244,197346,TN,TENNESSEE,RUBELLA,1,0.02
16245,197346,TX,TEXAS,RUBELLA,4,0.03
16246,197346,UT,UTAH,RUBELLA,1,0.08
16247,197346,VA,VIRGINIA,RUBELLA,0,0.0
16248,197346,VT,VERMONT,RUBELLA,0,0.0
16249,197346,WA,WASHINGTON,RUBELLA,9,0.25
16250,197346,WI,WISCONSIN,RUBELLA,8,0.18
16251,197346,WV,WEST VIRGINIA,RUBELLA,2,0.11
16252,197346,WY,WYOMING,RUBELLA,0,0.0
16253,197347,AK,ALASKA,RUBELLA,10,2.93
16254,197347,AL,ALABAMA,RUBELLA,4,0.11
16255,197347,AR,ARKANSAS,RUBELLA,0,0.0
16256,197347,AZ,ARIZONA,RUBELLA,0,0.0
16257,197347,CA,CALIFORNIA,RUBELLA,15,0.07
16258,197347,CO,COLORADO,RUBELLA,0,0.0
16259,197347,CT,CONNECTICUT,RUBELLA,0,0.0
16260,197347,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0
16261,197347,DE,DELAWARE,RUBELLA,0,0.0
16262,197347,FL,FLORIDA,RUBELLA,11,0.13
16263,197347,GA,GEORGIA,RUBELLA,0,0.0
16264,197347,HI,HAWAII,RUBELLA,0,0.0
16265,197347,IA,IOWA,RUBELLA,0,0.0
16266,197347,ID,IDAHO,RUBELLA,1,0.12
16267,197347,IL,ILLINOIS,RUBELLA,4,0.04
16268,197347,IN,INDIANA,RUBELLA,1,0.02
16269,197347,KS,KANSAS,RUBELLA,0,0.0
16270,197347,KY,KENTUCKY,RUBELLA,0,0.0
16271,197347,LA,LOUISIANA,RUBELLA,0,0.0
16272,197347,MA,MASSACHUSETTS,RUBELLA,6,0.1
16273,197347,MD,MARYLAND,RUBELLA,0,0.0
16274,197347,ME,MAINE,RUBELLA,0,0.0
16275,197347,MI,MICHIGAN,RUBELLA,11,0.12
16276,197347,MN,MINNESOTA,RUBELLA,0,0.0
16277,197347,MO,MISSOURI,RUBELLA,0,0.0
16278,197347,MS,MISSISSIPPI,RUBELLA,5,0.21
16279,197347,MT,MONTANA,RUBELLA,4,0.54
16280,197347,NC,NORTH CAROLINA,RUBELLA,0,0.0
16281,197347,ND,NORTH DAKOTA,RUBELLA,0,0.0
16282,197347,NE,NEBRASKA,RUBELLA,0,0.0
16283,197347,NH,NEW HAMPSHIRE,RUBELLA,0,0.0
16284,197347,NJ,NEW JERSEY,RUBELLA,0,0.0
16285,197347,NM,NEW MEXICO,RUBELLA,3,0.27
16286,197347,NV,NEVADA,RUBELLA,0,0.0
16287,197347,NY,NEW YORK,RUBELLA,4,0.02
16288,197347,OH,OHIO,RUBELLA,1,0.01
16289,197347,OK,OKLAHOMA,RUBELLA,0,0.0
16290,197347,OR,OREGON,RUBELLA,3,0.13
16291,197347,PA,PENNSYLVANIA,RUBELLA,3,0.03
16292,197347,RI,RHODE ISLAND,RUBELLA,0,0.0
16293,197347,SC,SOUTH CAROLINA,RUBELLA,0,0.0
16294,197347,SD,SOUTH DAKOTA,RUBELLA,0,0.0
16295,197347,TN,TENNESSEE,RUBELLA,12,0.28
16296,197347,TX,TEXAS,RUBELLA,7,0.06
16297,197347,UT,UTAH,RUBELLA,0,0.0
16298,197347,VA,VIRGINIA,RUBELLA,2,0.04
16299,197347,VT,VERMONT,RUBELLA,0,0.0
16300,197347,WA,WASHINGTON,RUBELLA,8,0.23
16301,197347,WI,WISCONSIN,RUBELLA,9,0.2
16302,197347,WV,WEST VIRGINIA,RUBELLA,1,0.06
16303,197347,WY,WYOMING,RUBELLA,0,0.0
16304,197348,AK,ALASKA,RUBELLA,0,0.0
16305,197348,AL,ALABAMA,RUBELLA,0,0.0
16306,197348,AR,ARKANSAS,RUBELLA,3,0.14
16307,197348,CA,CALIFORNIA,RUBELLA,13,0.06
16308,197348,CO,COLORADO,RUBELLA,0,0.0
16309,197348,CT,CONNECTICUT,RUBELLA,2,0.07
16310,197348,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0
16311,197348,DE,DELAWARE,RUBELLA,0,0.0
16312,197348,FL,FLORIDA,RUBELLA,12,0.14
16313,197348,GA,GEORGIA,RUBELLA,0,0.0
16314,197348,HI,HAWAII,RUBELLA,0,0.0
16315,197348,IA,IOWA,RUBELLA,0,0.0
16316,197348,ID,IDAHO,RUBELLA,0,0.0
16317,197348,IL,ILLINOIS,RUBELLA,2,0.02
16318,197348,IN,INDIANA,RUBELLA,14,0.26
16319,197348,KS,KANSAS,RUBELLA,0,0.0
16320,197348,KY,KENTUCKY,RUBELLA,2,0.06
16321,197348,LA,LOUISIANA,RUBELLA,0,0.0
16322,197348,MA,MASSACHUSETTS,RUBELLA,2,0.03
16323,197348,MD,MARYLAND,RUBELLA,0,0.0
16324,197348,ME,MAINE,RUBELLA,0,0.0
16325,197348,MI,MICHIGAN,RUBELLA,15,0.16
16326,197348,MN,MINNESOTA,RUBELLA,1,0.03
16327,197348,MO,MISSOURI,RUBELLA,0,0.0
16328,197348,MS,MISSISSIPPI,RUBELLA,0,0.0
16329,197348,MT,MONTANA,RUBELLA,2,0.27
16330,197348,NC,NORTH CAROLINA,RUBELLA,0,0.0
16331,197348,ND,NORTH DAKOTA,RUBELLA,0,0.0
16332,197348,NE,NEBRASKA,RUBELLA,0,0.0
16333,197348,NH,NEW HAMPSHIRE,RUBELLA,2,0.25
16334,197348,NJ,NEW JERSEY,RUBELLA,1,0.01
16335,197348,NM,NEW MEXICO,RUBELLA,0,0.0
16336,197348,NV,NEVADA,RUBELLA,0,0.0
16337,197348,NY,NEW YORK,RUBELLA,15,0.08
16338,197348,OH,OHIO,RUBELLA,0,0.0
16339,197348,OK,OKLAHOMA,RUBELLA,2,0.07
16340,197348,OR,OREGON,RUBELLA,6,0.26
16341,197348,PA,PENNSYLVANIA,RUBELLA,1,0.01
16342,197348,RI,RHODE ISLAND,RUBELLA,4,0.42
16343,197348,SC,SOUTH CAROLINA,RUBELLA,1,0.04
16344,197348,SD,SOUTH DAKOTA,RUBELLA,0,0.0
16345,197348,TN,TENNESSEE,RUBELLA,2,0.05
16346,197348,TX,TEXAS,RUBELLA,4,0.03
16347,197348,UT,UTAH,RUBELLA,0,0.0
