,week,state,state_name,disease,cases,incidence_per_capita
15841,193425,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0
15842,193425,NJ,NEW JERSEY,SMALLPOX,0,0.0
15843,193425,NM,NEW MEXICO,SMALLPOX,0,0.0
15844,193425,NY,NEW YORK,SMALLPOX,0,0.0
15845,193425,OH,OHIO,SMALLPOX,1,0.01
15846,193425,OK,OKLAHOMA,SMALLPOX,2,0.08
15847,193425,OR,OREGON,SMALLPOX,7,0.71
15848,193425,PA,PENNSYLVANIA,SMALLPOX,0,0.0
15849,193425,RI,RHODE ISLAND,SMALLPOX,0,0.0
15850,193425,SC,SOUTH CAROLINA,SMALLPOX,0,0.0
15851,193425,SD,SOUTH DAKOTA,SMALLPOX,0,0.0
15852,193425,TN,TENNESSEE,SMALLPOX,0,0.0
15853,193425,TX,TEXAS,SMALLPOX,22,0.36
15854,193425,UT,UTAH,SMALLPOX,0,0.0
15855,193425,VA,VIRGINIA,SMALLPOX,0,0.0
15856,193425,VT,VERMONT,SMALLPOX,0,0.0
15857,193425,WA,WASHINGTON,SMALLPOX,6,0.37
15858,193425,WI,WISCONSIN,SMALLPOX,7,0.23
15859,193425,WV,WEST VIRGINIA,SMALLPOX,0,0.0
15860,193425,WY,WYOMING,SMALLPOX,2,0.86
15861,193426,AL,ALABAMA,SMALLPOX,0,0.0
15862,193426,AR,ARKANSAS,SMALLPOX,0,0.0
15863,193426,AZ,ARIZONA,SMALLPOX,0,0.0
15864,193426,CA,CALIFORNIA,SMALLPOX,0,0.0
15865,193426,CO,COLORADO,SMALLPOX,0,0.0
15866,193426,CT,CONNECTICUT,SMALLPOX,0,0.0
15867,193426,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0
15868,193426,DE,DELAWARE,SMALLPOX,0,0.0
15869,193426,FL,FLORIDA,SMALLPOX,0,0.0
15870,193426,GA,GEORGIA,SMALLPOX,0,0.0
15871,193426,IA,IOWA,SMALLPOX,1,0.04
15872,193426,ID,IDAHO,SMALLPOX,0,0.0
15873,193426,IL,ILLINOIS,SMALLPOX,1,0.01
15874,193426,IN,INDIANA,SMALLPOX,1,0.03
15875,193426,KS,KANSAS,SMALLPOX,0,0.0
15876,193426,KY,KENTUCKY,SMALLPOX,0,0.0
15877,193426,LA,LOUISIANA,SMALLPOX,1,0.05
15878,193426,MA,MASSACHUSETTS,SMALLPOX,0,0.0
15879,193426,MD,MARYLAND,SMALLPOX,0,0.0
15880,193426,ME,MAINE,SMALLPOX,0,0.0
15881,193426,MI,MICHIGAN,SMALLPOX,0,0.0
15882,193426,MN,MINNESOTA,SMALLPOX,0,0.0
15883,193426,MO,MISSOURI,SMALLPOX,4,0.11
15884,193426,MS,MISSISSIPPI,SMALLPOX,0,0.0
15885,193426,MT,MONTANA,SMALLPOX,0,0.0
15886,193426,NC,NORTH CAROLINA,SMALLPOX,1,0.03
15887,193426,ND,NORTH DAKOTA,SMALLPOX,0,0.0
15888,193426,NE,NEBRASKA,SMALLPOX,1,0.07
15889,193426,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0
15890,193426,NJ,NEW JERSEY,SMALLPOX,0,0.0
15891,193426,NM,NEW MEXICO,SMALLPOX,0,0.0
15892,193426,NY,NEW YORK,SMALLPOX,0,0.0
15893,193426,OH,OHIO,SMALLPOX,0,0.0
15894,193426,OK,OKLAHOMA,SMALLPOX,1,0.04
15895,193426,OR,OREGON,SMALLPOX,1,0.1
15896,193426,PA,PENNSYLVANIA,SMALLPOX,0,0.0
15897,193426,RI,RHODE ISLAND,SMALLPOX,0,0.0
15898,193426,SC,SOUTH CAROLINA,SMALLPOX,0,0.0
15899,193426,SD,SOUTH DAKOTA,SMALLPOX,0,0.0
15900,193426,TN,TENNESSEE,SMALLPOX,0,0.0
15901,193426,TX,TEXAS,SMALLPOX,12,0.2
15902,193426,UT,UTAH,SMALLPOX,0,0.0
15903,193426,VA,VIRGINIA,SMALLPOX,0,0.0
15904,193426,VT,VERMONT,SMALLPOX,0,0.0
15905,193426,WA,WASHINGTON,SMALLPOX,6,0.37
15906,193426,WI,WISCONSIN,SMALLPOX,6,0.2
15907,193426,WV,WEST VIRGINIA,SMALLPOX,0,0.0
15908,193426,WY,WYOMING,SMALLPOX,1,0.43
15909,193427,AL,ALABAMA,SMALLPOX,0,0.0
15910,193427,AR,ARKANSAS,SMALLPOX,0,0.0
15911,193427,AZ,ARIZONA,SMALLPOX,0,0.0
15912,193427,CA,CALIFORNIA,SMALLPOX,1,0.02
15913,193427,CO,COLORADO,SMALLPOX,0,0.0
15914,193427,CT,CONNECTICUT,SMALLPOX,0,0.0
15915,193427,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0
15916,193427,DE,DELAWARE,SMALLPOX,0,0.0
15917,193427,FL,FLORIDA,SMALLPOX,0,0.0
15918,193427,GA,GEORGIA,SMALLPOX,0,0.0
15919,193427,IA,IOWA,SMALLPOX,4,0.16
15920,193427,ID,IDAHO,SMALLPOX,0,0.0
15921,193427,IL,ILLINOIS,SMALLPOX,2,0.03
15922,193427,IN,INDIANA,SMALLPOX,0,0.0
15923,193427,KS,KANSAS,SMALLPOX,0,0.0
15924,193427,KY,KENTUCKY,SMALLPOX,3,0.11
15925,193427,LA,LOUISIANA,SMALLPOX,0,0.0
15926,193427,MA,MASSACHUSETTS,SMALLPOX,0,0.0
15927,193427,MD,MARYLAND,SMALLPOX,0,0.0
15928,193427,ME,MAINE,SMALLPOX,0,0.0
15929,193427,MI,MICHIGAN,SMALLPOX,0,0.0
15930,193427,MN,MINNESOTA,SMALLPOX,1,0.04
15931,193427,MO,MISSOURI,SMALLPOX,2,0.05
15932,193427,MS,MISSISSIPPI,SMALLPOX,0,0.0
15933,193427,MT,MONTANA,SMALLPOX,0,0.0
15934,193427,NC,NORTH CAROLINA,SMALLPOX,0,0.0
15935,193427,ND,NORTH DAKOTA,SMALLPOX,1,0.15
15936,193427,NE,NEBRASKA,SMALLPOX,4,0.29
15937,193427,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0
15938,193427,NJ,NEW JERSEY,SMALLPOX,0,0.0
15939,193427,NM,NEW MEXICO,SMALLPOX,0,0.0
15940,193427,NY,NEW YORK,SMALLPOX,0,0.0
15941,193427,OH,OHIO,SMALLPOX,0,0.0
15942,193427,OK,OKLAHOMA,SMALLPOX,1,0.04
15943,193427,OR,OREGON,SMALLPOX,1,0.1
15944,193427,PA,PENNSYLVANIA,SMALLPOX,0,0.0
15945,193427,RI,RHODE ISLAND,SMALLPOX,0,0.0
15946,193427,SC,SOUTH CAROLINA,SMALLPOX,0,0.0
15947,193427,SD,SOUTH DAKOTA,SMALLPOX,0,0.0
15948,193427,TN,TENNESSEE,SMALLPOX,0,0.0
15949,193427,TX,TEXAS,SMALLPOX,14,0.23
15950,193427,UT,UTAH,SMALLPOX,0,0.0
15951,193427,VA,VIRGINIA,SMALLPOX,0,0.0
15952,193427,VT,VERMONT,SMALLPOX,0,0.0
15953,193427,WA,WASHINGTON,SMALLPOX,11,0.68
15954,193427,WI,WISCONSIN,SMALLPOX,9,0.29
15955,193427,WV,WEST VIRGINIA,SMALLPOX,0,0.0
15956,193427,WY,WYOMING,SMALLPOX,7,3.0
15957,193428,AL,ALABAMA,SMALLPOX,1,0.04
15958,193428,AR,ARKANSAS,SMALLPOX,1,0.05
15959,193428,AZ,ARIZONA,SMALLPOX,0,0.0
15960,193428,CA,CALIFORNIA,SMALLPOX,3,0.05
15961,193428,CO,COLORADO,SMALLPOX,1,0.09
15962,193428,CT,CONNECTICUT,SMALLPOX,0,0.0
15963,193428,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0
15964,193428,DE,DELAWARE,SMALLPOX,0,0.0
15965,193428,FL,FLORIDA,SMALLPOX,0,0.0
15966,193428,GA,GEORGIA,SMALLPOX,1,0.03
15967,193428,IA,IOWA,SMALLPOX,1,0.04
15968,193428,ID,IDAHO,SMALLPOX,0,0.0
15969,193428,IL,ILLINOIS,SMALLPOX,1,0.01
15970,193428,IN,INDIANA,SMALLPOX,1,0.03
15971,193428,KS,KANSAS,SMALLPOX,0,0.0
15972,193428,KY,KENTUCKY,SMALLPOX,1,0.04
15973,193428,LA,LOUISIANA,SMALLPOX,0,0.0
15974,193428,MA,MASSACHUSETTS,SMALLPOX,0,0.0
15975,193428,MD,MARYLAND,SMALLPOX,0,0.0
15976,193428,ME,MAINE,SMALLPOX,0,0.0
15977,193428,MI,MICHIGAN,SMALLPOX,0,0.0
15978,193428,MN,MINNESOTA,SMALLPOX,2,0.07
15979,193428,MO,MISSOURI,SMALLPOX,0,0.0
15980,193428,MS,MISSISSIPPI,SMALLPOX,0,0.0
15981,193428,MT,MONTANA,SMALLPOX,0,0.0
15982,193428,NC,NORTH CAROLINA,SMALLPOX,0,0.0
15983,193428,ND,NORTH DAKOTA,SMALLPOX,0,0.0
15984,193428,NE,NEBRASKA,SMALLPOX,6,0.43
15985,193428,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0
15986,193428,NJ,NEW JERSEY,SMALLPOX,0,0.0
15987,193428,NM,NEW MEXICO,SMALLPOX,0,0.0
15988,193428,NY,NEW YORK,SMALLPOX,0,0.0
15989,193428,OH,OHIO,SMALLPOX,0,0.0
15990,193428,OK,OKLAHOMA,SMALLPOX,0,0.0
15991,193428,OR,OREGON,SMALLPOX,0,0.0
15992,193428,PA,PENNSYLVANIA,SMALLPOX,0,0.0
15993,193428,RI,RHODE ISLAND,SMALLPOX,0,0.0
15994,193428,SC,SOUTH CAROLINA,SMALLPOX,0,0.0
15995,193428,SD,SOUTH DAKOTA,SMALLPOX,1,0.15
15996,193428,TN,TENNESSEE,SMALLPOX,0,0.0
15997,193428,TX,TEXAS,SMALLPOX,2,0.03
15998,193428,UT,UTAH,SMALLPOX,0,0.0
15999,193428,VA,VIRGINIA,SMALLPOX,0,0.0
16000,193428,VT,VERMONT,SMALLPOX,0,0.0
16001,193428,WA,WASHINGTON,SMALLPOX,1,0.06
16002,193428,WI,WISCONSIN,SMALLPOX,4,0.13
16003,193428,WV,WEST VIRGINIA,SMALLPOX,0,0.0
16004,193428,WY,WYOMING,SMALLPOX,3,1.29
16005,193429,AL,ALABAMA,SMALLPOX,0,0.0
16006,193429,AR,ARKANSAS,SMALLPOX,0,0.0
16007,193429,AZ,ARIZONA,SMALLPOX,0,0.0
16008,193429,CA,CALIFORNIA,SMALLPOX,0,0.0
16009,193429,CO,COLORADO,SMALLPOX,0,0.0
16010,193429,CT,CONNECTICUT,SMALLPOX,0,0.0
16011,193429,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0
16012,193429,DE,DELAWARE,SMALLPOX,0,0.0
16013,193429,FL,FLORIDA,SMALLPOX,0,0.0
16014,193429,GA,GEORGIA,SMALLPOX,0,0.0
16015,193429,IA,IOWA,SMALLPOX,2,0.08
16016,193429,ID,IDAHO,SMALLPOX,0,0.0
16017,193429,IL,ILLINOIS,SMALLPOX,0,0.0
16018,193429,IN,INDIANA,SMALLPOX,0,0.0
16019,193429,KS,KANSAS,SMALLPOX,1,0.05
16020,193429,KY,KENTUCKY,SMALLPOX,0,0.0
16021,193429,LA,LOUISIANA,SMALLPOX,0,0.0
16022,193429,MA,MASSACHUSETTS,SMALLPOX,0,0.0
16023,193429,MD,MARYLAND,SMALLPOX,0,0.0
16024,193429,ME,MAINE,SMALLPOX,0,0.0
16025,193429,MI,MICHIGAN,SMALLPOX,0,0.0
16026,193429,MN,MINNESOTA,SMALLPOX,0,0.0
16027,193429,MO,MISSOURI,SMALLPOX,0,0.0
16028,193429,MS,MISSISSIPPI,SMALLPOX,0,0.0
16029,193429,MT,MONTANA,SMALLPOX,0,0.0
16030,193429,NC,NORTH CAROLINA,SMALLPOX,0,0.0
16031,193429,ND,NORTH DAKOTA,SMALLPOX,0,0.0
16032,193429,NE,NEBRASKA,SMALLPOX,2,0.14
16033,193429,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0
16034,193429,NJ,NEW JERSEY,SMALLPOX,0,0.0
16035,193429,NM,NEW MEXICO,SMALLPOX,0,0.0
16036,193429,NY,NEW YORK,SMALLPOX,0,0.0
16037,193429,OH,OHIO,SMALLPOX,0,0.0
16038,193429,OK,OKLAHOMA,SMALLPOX,0,0.0
16039,193429,OR,OREGON,SMALLPOX,0,0.0
16040,193429,PA,PENNSYLVANIA,SMALLPOX,0,0.0
16041,193429,RI,RHODE ISLAND,SMALLPOX,0,0.0
16042,193429,SC,SOUTH CAROLINA,SMALLPOX,0,0.0
16043,193429,SD,SOUTH DAKOTA,SMALLPOX,0,0.0
16044,193429,TN,TENNESSEE,SMALLPOX,1,0.04
16045,193429,TX,TEXAS,SMALLPOX,15,0.25
16046,193429,UT,UTAH,SMALLPOX,0,0.0
16047,193429,VA,VIRGINIA,SMALLPOX,0,0.0
16048,193429,VT,VERMONT,SMALLPOX,0,0.0
16049,193429,WA,WASHINGTON,SMALLPOX,5,0.31
16050,193429,WI,WISCONSIN,SMALLPOX,6,0.2
16051,193429,WV,WEST VIRGINIA,SMALLPOX,0,0.0
16052,193429,WY,WYOMING,SMALLPOX,0,0.0
16053,193430,AL,ALABAMA,SMALLPOX,0,0.0
16054,193430,AR,ARKANSAS,SMALLPOX,0,0.0
16055,193430,AZ,ARIZONA,SMALLPOX,0,0.0
16056,193430,CA,CALIFORNIA,SMALLPOX,0,0.0
16057,193430,CO,COLORADO,SMALLPOX,0,0.0
16058,193430,CT,CONNECTICUT,SMALLPOX,0,0.0
16059,193430,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0
16060,193430,DE,DELAWARE,SMALLPOX,0,0.0
16061,193430,FL,FLORIDA,SMALLPOX,0,0.0
16062,193430,GA,GEORGIA,SMALLPOX,0,0.0
16063,193430,IA,IOWA,SMALLPOX,1,0.04
16064,193430,ID,IDAHO,SMALLPOX,0,0.0
16065,193430,IL,ILLINOIS,SMALLPOX,0,0.0
16066,193430,IN,INDIANA,SMALLPOX,0,0.0
16067,193430,KS,KANSAS,SMALLPOX,1,0.05
16068,193430,KY,KENTUCKY,SMALLPOX,0,0.0
16069,193430,LA,LOUISIANA,SMALLPOX,0,0.0
16070,193430,MA,MASSACHUSETTS,SMALLPOX,0,0.0
16071,193430,MD,MARYLAND,SMALLPOX,0,0.0
16072,193430,ME,MAINE,SMALLPOX,0,0.0
16073,193430,MI,MICHIGAN,SMALLPOX,0,0.0
16074,193430,MN,MINNESOTA,SMALLPOX,3,0.11
16075,193430,MO,MISSOURI,SMALLPOX,1,0.03
16076,193430,MS,MISSISSIPPI,SMALLPOX,0,0.0
16077,193430,MT,MONTANA,SMALLPOX,1,0.18
16078,193430,NC,NORTH CAROLINA,SMALLPOX,0,0.0
16079,193430,ND,NORTH DAKOTA,SMALLPOX,1,0.15
16080,193430,NE,NEBRASKA,SMALLPOX,0,0.0
16081,193430,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0
16082,193430,NJ,NEW JERSEY,SMALLPOX,0,0.0
16083,193430,NM,NEW MEXICO,SMALLPOX,0,0.0
16084,193430,NY,NEW YORK,SMALLPOX,0,0.0
16085,193430,OH,OHIO,SMALLPOX,0,0.0
16086,193430,OK,OKLAHOMA,SMALLPOX,0,0.0
16087,193430,OR,OREGON,SMALLPOX,5,0.51
16088,193430,PA,PENNSYLVANIA,SMALLPOX,0,0.0
16089,193430,RI,RHODE ISLAND,SMALLPOX,0,0.0
16090,193430,SC,SOUTH CAROLINA,SMALLPOX,0,0.0
16091,193430,SD,SOUTH DAKOTA,SMALLPOX,1,0.15
16092,193430,TN,TENNESSEE,SMALLPOX,0,0.0
16093,193430,TX,TEXAS,SMALLPOX,0,0.0
16094,193430,UT,UTAH,SMALLPOX,0,0.0
16095,193430,VA,VIRGINIA,SMALLPOX,0,0.0
16096,193430,VT,VERMONT,SMALLPOX,0,0.0
16097,193430,WA,WASHINGTON,SMALLPOX,8,0.5
16098,193430,WI,WISCONSIN,SMALLPOX,22,0.72
16099,193430,WV,WEST VIRGINIA,SMALLPOX,0,0.0
16100,193430,WY,WYOMING,SMALLPOX,0,0.0
16101,193431,AL,ALABAMA,SMALLPOX,0,0.0
16102,193431,AR,ARKANSAS,SMALLPOX,0,0.0
16103,193431,AZ,ARIZONA,SMALLPOX,0,0.0
16104,193431,CA,CALIFORNIA,SMALLPOX,0,0.0
16105,193431,CO,COLORADO,SMALLPOX,0,0.0
16106,193431,CT,CONNECTICUT,SMALLPOX,0,0.0
16107,193431,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0
16108,193431,DE,DELAWARE,SMALLPOX,0,0.0
16109,193431,FL,FLORIDA,SMALLPOX,0,0.0
16110,193431,GA,GEORGIA,SMALLPOX,0,0.0
16111,193431,IA,IOWA,SMALLPOX,0,0.0
16112,193431,ID,IDAHO,SMALLPOX,0,0.0
16113,193431,IL,ILLINOIS,SMALLPOX,0,0.0
16114,193431,IN,INDIANA,SMALLPOX,0,0.0
16115,193431,KS,KANSAS,SMALLPOX,0,0.0
16116,193431,KY,KENTUCKY,SMALLPOX,0,0.0
16117,193431,LA,LOUISIANA,SMALLPOX,0,0.0
16118,193431,MA,MASSACHUSETTS,SMALLPOX,0,0.0
16119,193431,MD,MARYLAND,SMALLPOX,0,0.0
16120,193431,ME,MAINE,SMALLPOX,0,0.0
16121,193431,MI,MICHIGAN,SMALLPOX,0,0.0
16122,193431,MN,MINNESOTA,SMALLPOX,0,0.0
16123,193431,MO,MISSOURI,SMALLPOX,2,0.05
16124,193431,MS,MISSISSIPPI,SMALLPOX,0,0.0
16125,193431,MT,MONTANA,SMALLPOX,0,0.0
16126,193431,NC,NORTH CAROLINA,SMALLPOX,0,0.0
16127,193431,ND,NORTH DAKOTA,SMALLPOX,0,0.0
16128,193431,NE,NEBRASKA,SMALLPOX,2,0.14
16129,193431,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0
16130,193431,NJ,NEW JERSEY,SMALLPOX,0,0.0
16131,193431,NM,NEW MEXICO,SMALLPOX,0,0.0
16132,193431,NY,NEW YORK,SMALLPOX,0,0.0
16133,193431,OH,OHIO,SMALLPOX,0,0.0
16134,193431,OK,OKLAHOMA,SMALLPOX,1,0.04
16135,193431,OR,OREGON,SMALLPOX,0,0.0
16136,193431,PA,PENNSYLVANIA,SMALLPOX,0,0.0
16137,193431,RI,RHODE ISLAND,SMALLPOX,0,0.0
16138,193431,SC,SOUTH CAROLINA,SMALLPOX,0,0.0
16139,193431,SD,SOUTH DAKOTA,SMALLPOX,1,0.15
16140,193431,TN,TENNESSEE,SMALLPOX,0,0.0
16141,193431,TX,TEXAS,SMALLPOX,9,0.15
16142,193431,UT,UTAH,SMALLPOX,0,0.0
16143,193431,VA,VIRGINIA,SMALLPOX,0,0.0
16144,193431,VT,VERMONT,SMALLPOX,0,0.0
16145,193431,WA,WASHINGTON,SMALLPOX,4,0.25
16146,193431,WI,WISCONSIN,SMALLPOX,3,0.1
16147,193431,WV,WEST VIRGINIA,SMALLPOX,0,0.0
16148,193431,WY,WYOMING,SMALLPOX,0,0.0
16149,193432,AL,ALABAMA,SMALLPOX,0,0.0
16150,193432,AR,ARKANSAS,SMALLPOX,2,0.11
16151,193432,AZ,ARIZONA,SMALLPOX,0,0.0
16152,193432,CA,CALIFORNIA,SMALLPOX,1,0.02
16153,193432,CO,COLORADO,SMALLPOX,0,0.0
16154,193432,CT,CONNECTICUT,SMALLPOX,0,0.0
16155,193432,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0
16156,193432,DE,DELAWARE,SMALLPOX,0,0.0
16157,193432,FL,FLORIDA,SMALLPOX,0,0.0
16158,193432,GA,GEORGIA,SMALLPOX,0,0.0
16159,193432,IA,IOWA,SMALLPOX,0,0.0
16160,193432,ID,IDAHO,SMALLPOX,0,0.0
16161,193432,IL,ILLINOIS,SMALLPOX,0,0.0
16162,193432,IN,INDIANA,SMALLPOX,1,0.03
16163,193432,KS,KANSAS,SMALLPOX,0,0.0
16164,193432,KY,KENTUCKY,SMALLPOX,0,0.0
16165,193432,LA,LOUISIANA,SMALLPOX,0,0.0
16166,193432,MA,MASSACHUSETTS,SMALLPOX,0,0.0
16167,193432,MD,MARYLAND,SMALLPOX,0,0.0
16168,193432,ME,MAINE,SMALLPOX,0,0.0
16169,193432,MI,MICHIGAN,SMALLPOX,0,0.0
16170,193432,MN,MINNESOTA,SMALLPOX,0,0.0
16171,193432,MO,MISSOURI,SMALLPOX,0,0.0
16172,193432,MS,MISSISSIPPI,SMALLPOX,0,0.0
16173,193432,MT,MONTANA,SMALLPOX,0,0.0
16174,193432,NC,NORTH CAROLINA,SMALLPOX,1,0.03
16175,193432,ND,NORTH DAKOTA,SMALLPOX,0,0.0
16176,193432,NE,NEBRASKA,SMALLPOX,0,0.0
16177,193432,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0
16178,193432,NJ,NEW JERSEY,SMALLPOX,0,0.0
16179,193432,NM,NEW MEXICO,SMALLPOX,0,0.0
16180,193432,NY,NEW YORK,SMALLPOX,0,0.0
16181,193432,OH,OHIO,SMALLPOX,0,0.0
16182,193432,OK,OKLAHOMA,SMALLPOX,0,0.0
16183,193432,OR,OREGON,SMALLPOX,1,0.1
16184,193432,PA,PENNSYLVANIA,SMALLPOX,0,0.0
16185,193432,RI,RHODE ISLAND,SMALLPOX,0,0.0
16186,193432,SC,SOUTH CAROLINA,SMALLPOX,0,0.0
16187,193432,SD,SOUTH DAKOTA,SMALLPOX,1,0.15
16188,193432,TN,TENNESSEE,SMALLPOX,0,0.0
16189,193432,TX,TEXAS,SMALLPOX,1,0.02
16190,193432,UT,UTAH,SMALLPOX,1,0.19
16191,193432,VA,VIRGINIA,SMALLPOX,0,0.0
16192,193432,VT,VERMONT,SMALLPOX,0,0.0
16193,193432,WA,WASHINGTON,SMALLPOX,2,0.12
16194,193432,WI,WISCONSIN,SMALLPOX,4,0.13
16195,193432,WV,WEST VIRGINIA,SMALLPOX,0,0.0
16196,193432,WY,WYOMING,SMALLPOX,0,0.0
16197,193433,AL,ALABAMA,SMALLPOX,0,0.0
16198,193433,AR,ARKANSAS,SMALLPOX,0,0.0
16199,193433,AZ,ARIZONA,SMALLPOX,0,0.0
16200,193433,CA,CALIFORNIA,SMALLPOX,3,0.05
16201,193433,CO,COLORADO,SMALLPOX,0,0.0
16202,193433,CT,CONNECTICUT,SMALLPOX,0,0.0
16203,193433,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0
16204,193433,DE,DELAWARE,SMALLPOX,0,0.0
16205,193433,FL,FLORIDA,SMALLPOX,0,0.0
16206,193433,GA,GEORGIA,SMALLPOX,0,0.0
16207,193433,IA,IOWA,SMALLPOX,0,0.0
16208,193433,ID,IDAHO,SMALLPOX,0,0.0
16209,193433,IL,ILLINOIS,SMALLPOX,1,0.01
16210,193433,IN,INDIANA,SMALLPOX,0,0.0
16211,193433,KS,KANSAS,SMALLPOX,0,0.0
16212,193433,KY,KENTUCKY,SMALLPOX,0,0.0
16213,193433,LA,LOUISIANA,SMALLPOX,0,0.0
16214,193433,MA,MASSACHUSETTS,SMALLPOX,0,0.0
16215,193433,MD,MARYLAND,SMALLPOX,0,0.0
16216,193433,ME,MAINE,SMALLPOX,0,0.0
16217,193433,MI,MICHIGAN,SMALLPOX,1,0.02
16218,193433,MN,MINNESOTA,SMALLPOX,0,0.0
16219,193433,MO,MISSOURI,SMALLPOX,0,0.0
16220,193433,MS,MISSISSIPPI,SMALLPOX,0,0.0
16221,193433,MT,MONTANA,SMALLPOX,0,0.0
16222,193433,NC,NORTH CAROLINA,SMALLPOX,0,0.0
16223,193433,ND,NORTH DAKOTA,SMALLPOX,1,0.15
16224,193433,NE,NEBRASKA,SMALLPOX,0,0.0
16225,193433,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0
16226,193433,NJ,NEW JERSEY,SMALLPOX,0,0.0
16227,193433,NM,NEW MEXICO,SMALLPOX,0,0.0
16228,193433,NY,NEW YORK,SMALLPOX,0,0.0
16229,193433,OH,OHIO,SMALLPOX,0,0.0
16230,193433,OK,OKLAHOMA,SMALLPOX,1,0.04
16231,193433,OR,OREGON,SMALLPOX,1,0.1
16232,193433,PA,PENNSYLVANIA,SMALLPOX,0,0.0
16233,193433,RI,RHODE ISLAND,SMALLPOX,0,0.0
16234,193433,SC,SOUTH CAROLINA,SMALLPOX,0,0.0
16235,193433,SD,SOUTH DAKOTA,SMALLPOX,0,0.0
16236,193433,TN,TENNESSEE,SMALLPOX,0,0.0
16237,193433,TX,TEXAS,SMALLPOX,2,0.03
16238,193433,UT,UTAH,SMALLPOX,0,0.0
16239,193433,VA,VIRGINIA,SMALLPOX,0,0.0
16240,193433,VT,VERMONT,SMALLPOX,0,0.0
16241,193433,WA,WASHINGTON,SMALLPOX,10,0.62
16242,193433,WI,WISCONSIN,SMALLPOX,5,0.16
16243,193433,WV,WEST VIRGINIA,SMALLPOX,0,0.0
16244,193433,WY,WYOMING,SMALLPOX,0,0.0
16245,193434,AL,ALABAMA,SMALLPOX,0,0.0
16246,193434,AR,ARKANSAS,SMALLPOX,0,0.0
16247,193434,AZ,ARIZONA,SMALLPOX,0,0.0
16248,193434,CA,CALIFORNIA,SMALLPOX,0,0.0
16249,193434,CO,COLORADO,SMALLPOX,0,0.0
16250,193434,CT,CONNECTICUT,SMALLPOX,0,0.0
16251,193434,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0
16252,193434,DE,DELAWARE,SMALLPOX,0,0.0
16253,193434,FL,FLORIDA,SMALLPOX,0,0.0
16254,193434,GA,GEORGIA,SMALLPOX,0,0.0
16255,193434,IA,IOWA,SMALLPOX,1,0.04
16256,193434,ID,IDAHO,SMALLPOX,0,0.0
16257,193434,IL,ILLINOIS,SMALLPOX,0,0.0
16258,193434,IN,INDIANA,SMALLPOX,1,0.03
16259,193434,KS,KANSAS,SMALLPOX,0,0.0
16260,193434,KY,KENTUCKY,SMALLPOX,0,0.0
16261,193434,LA,LOUISIANA,SMALLPOX,0,0.0
16262,193434,MA,MASSACHUSETTS,SMALLPOX,0,0.0
16263,193434,MD,MARYLAND,SMALLPOX,0,0.0
16264,193434,ME,MAINE,SMALLPOX,0,0.0
16265,193434,MI,MICHIGAN,SMALLPOX,1,0.02
16266,193434,MN,MINNESOTA,SMALLPOX,0,0.0
16267,193434,MO,MISSOURI,SMALLPOX,0,0.0
16268,193434,MS,MISSISSIPPI,SMALLPOX,0,0.0
16269,193434,MT,MONTANA,SMALLPOX,0,0.0
16270,193434,NC,NORTH CAROLINA,SMALLPOX,0,0.0
16271,193434,ND,NORTH DAKOTA,SMALLPOX,0,0.0
16272,193434,NE,NEBRASKA,SMALLPOX,0,0.0
16273,193434,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0
16274,193434,NJ,NEW JERSEY,SMALLPOX,0,0.0
16275,193434,NM,NEW MEXICO,SMALLPOX,0,0.0
16276,193434,NY,NEW YORK,SMALLPOX,0,0.0
16277,193434,OH,OHIO,SMALLPOX,0,0.0
16278,193434,OK,OKLAHOMA,SMALLPOX,0,0.0
16279,193434,OR,OREGON,SMALLPOX,0,0.0
16280,193434,PA,PENNSYLVANIA,SMALLPOX,0,0.0
16281,193434,RI,RHODE ISLAND,SMALLPOX,0,0.0
16282,193434,SC,SOUTH CAROLINA,SMALLPOX,0,0.0
16283,193434,SD,SOUTH DAKOTA,SMALLPOX,0,0.0
16284,193434,TN,TENNESSEE,SMALLPOX,0,0.0
16285,193434,TX,TEXAS,SMALLPOX,0,0.0
16286,193434,UT,UTAH,SMALLPOX,0,0.0
16287,193434,VA,VIRGINIA,SMALLPOX,0,0.0
16288,193434,VT,VERMONT,SMALLPOX,0,0.0
